,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Quality_label
24,0.31896417497056023,0.0002809966975620216,0.0013958066341894456,0.0008686024584829054,5.362017666312807,7.117766557155019,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,2.5208949186443568,19.073087952835643,1.3280267940366504,0.501181860757034,1.3291227792506073,0.2020282872975608,0.02288230461266309,0.04165726275907482,0.2661784019167362,1.91983558825597,Excellent
25,0.126286662542359,0.1453215086028034,0.022314481848560618,0.14591447349016226,5.362017666312807,7.117766557155019,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.00847919083225313,0.0009194793890739242,41.314105255145904,0.061019902837966614,0.23543863759801525,0.1030992352177894,0.019197447809393732,0.02159986068813815,11.991644164520784,0.6705953211152103,Pass
26,0.18401088295418447,2.146057197580246,2.399497308866877,1999.715245981613,3.0951230092853583,1.495370817402423,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,44.61239371906644,5.8142606655224584e-05,0.010792165098596696,0.2688452574243235,0.9017443926612012,0.13755154552216392,0.14460741656186274,0.2752675996993285,11.413058220104075,7.514048754792705,Excellent
27,0.05585779103612623,0.02286971813624811,1122.3960033405826,0.0012561636021938024,3.0951230092853583,1.495370817402423,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,198030.37995028732,0.00019871260114583114,3.2060182845075635,0.12070512524700365,0.6893540120445977,0.05792091077243398,0.5516258430755663,0.6429686694288655,0.06832246963603243,0.004135415679183111,Good
28,0.0042202056302974526,0.019195212461114552,2.047142453752876,0.003748697516358834,3.0951230092853583,1.817390509917685,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.8007275050842603,428.53610379088417,1.1451351368997316,0.09807569390030099,1.046849103236185,0.021115446762981015,0.19235655987433115,0.07400746641918325,1.0895791161698984,0.19197059568225616,Excellent
29,12.626263829665605,4.3681445075576875,0.21611664016797216,1.8511743646039471,3.0951230092853583,2.2087553315212616,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.14085917280012475,86.23065690002886,71.2912111730689,2.020153452450597,2.2074316240298413,0.8540087802010446,8.205115732945936,0.8688097981564643,0.03021328880671398,0.18659013179050507,Excellent
30,3.0095797587408732,5.555737795394486,2185.4426515130667,149.77573112309975,3.45468122040368,2.6843983656239985,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.6776779916094638,119.58467579841144,0.5799503274563814,0.194006190854779,5.2448242833764835,0.004760820228931414,0.17236410734762697,0.20371368128111436,1.2028519347701667,0.01665233663345257,Pass
31,0.038278498403930834,2.2603182505976345,227.377135206123,1.826535902892142,3.45468122040368,2.6843983656239985,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,167.5839608510139,0.06845186664290985,1.194350392350675,0.2688452574243235,0.8494996346798261,0.14432242345781995,2.9246852970041024,2.526034931162692,0.026699691997771325,0.08660551786667198,Excellent
32,0.8422762751061721,0.009808962903032944,0.4276329852028742,0.2625975976262594,3.45468122040368,4.818868003511112,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,2236.6048253460885,0.06676560961745526,4.455522646073558,0.302708662463675,0.3683660870144925,0.7046751911195915,0.3329720931745881,0.1115707619447087,0.38569860244157106,69.00256120421827,Excellent
33,56.252929398698285,8.45826485466944,4.904754116960891,0.08646626136950653,3.45468122040368,3.262468451135204,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.0009288496665592695,4.124178015741529,1.4747781426720548,0.6742198238731294,4.130949889204201,0.052613683186044716,0.029130781114697295,0.4037801520970785,0.013360799534630515,0.03294429112216652,Good
34,1.5395842106864523,0.01513296419483561,0.01664487535238576,0.2943729162385451,3.45468122040368,4.818868003511112,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,2.8254657208544236,1.0951910721618188,34.09850159525332,0.08972625415651937,0.3795244571798073,0.09365236882728534,0.07008635362400213,0.06280086012181321,0.026699691997771325,0.3487398485936956,Excellent
35,0.013144203907551834,1.544570650009118,7.315994559019119,13.947351657333147,5.362017666312807,5.856584116935038,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.0002253976631190553,0.007297695286433519,2.543281435773763,2.3430817795076355,1.4976337176872858,2.028114303445286,0.4527477531305363,0.31563128974628524,0.4818293116448446,0.3691421665041928,Excellent
36,29.071992067074557,0.9098933221967258,0.04735415457127195,0.14321123969851893,3.45468122040368,1.817390509917685,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,2.9132163065021026,0.08421743088017143,0.014255610661969991,0.09242727621669816,0.1695572401887095,0.35961040037117936,0.014118710333744568,0.04165726275907482,0.2596775847738145,2.032151677643046,Pass
37,3.1656898344472126,0.0007808993845656442,55.28657944394038,0.5466079111986799,3.45468122040368,1.817390509917685,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,18.74437191934652,0.31634559593205314,4.363502247303005,0.10102805845939533,2.562641736258685,0.005241051889647518,1.5475695413640764,0.4758333880952338,1.3952186467137355,1.762892843824854,Pass
38,0.056276444561144265,0.1366555856733145,5.463464514759827,8367.554243410466,3.45468122040368,1.495370817402423,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.2785398252796088,0.0039615526668832285,1002.6125208259643,0.14000024568250352,0.19105431337787032,0.5814543556127546,0.09741233786953983,0.07006571450462487,6.790420672093469,1.6187798568897667,Excellent
39,1.0535548815804847,0.12238876224397645,0.16083514215107264,0.5831356364189777,3.8560090499813686,3.9650226773172568,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,6.051477293941701,2.899525871340504,0.0077059473480985095,0.20586230134518624,3.4537362176053663,0.009788290712413937,0.02787969788075985,0.8688097981564643,0.23522369223361586,0.2700145736198734,Excellent
40,0.2352070393903361,0.003404241081151575,136.35904895754592,0.08459129424486829,3.8560090499813686,3.9650226773172568,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.2922836785502142,0.0012162531026359304,123.96605846841706,0.015594200482284859,0.06722834227844661,0.08507110812640171,0.05627469264241263,0.01688441557102099,0.1545002229657718,0.11508162177372568,Pass
41,4.3233234349151335,0.16666608781462913,7.118834546917112,135.40245119973292,3.8560090499813686,3.9650226773172568,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.001638521326687249,1.2613415323035977,2.77155574367026,0.2459577591258388,0.957202235881362,0.1030992352177894,0.16496156486220034,0.20371368128111436,0.02137278417953835,7.303448439352017,Excellent
42,0.02710204465474347,0.171941109795512,202.4352941040906,1.0015382238202295,5.362017666312807,5.856584116935038,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,2.0524500133147114,0.0014862111312823145,8.503804720328949,0.029945853470100942,0.14605475622285782,0.07727613864418799,0.046187539927264834,0.05476973477084829,0.23522369223361586,10.56881999805048,Pass
43,59.211286965473654,1.1554827881132832,2.1417239789801736,0.7802782026229725,3.8560090499813686,3.9650226773172568,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.02784028742837157,75.77713896545649,0.17259124180251645,0.253361805349725,1.901457509968212,0.03758550035752157,0.7666993676333087,1.9212746109928969,1.3279006136482567,3.5882024732416435,Excellent
44,35.852704388005044,0.17114742794837598,12.031658187404913,0.8565500334555001,3.8560090499813686,3.262468451135204,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,1059.2379271286134,0.010862432823029664,616.0974052195179,0.033717794902218434,0.11503624267239305,0.13109832292322635,0.053857856506687285,0.07006571450462487,0.2796723383434375,0.11840008510625012,Pass
45,0.00014030559055806788,0.09121198828337727,2619.005652671245,0.3855296066688421,2.7729870953153277,3.9650226773172568,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.018326615887308537,26.810281967045693,10.821389042443863,0.8547644603887014,0.08794143447093658,38.02428651469806,0.020058920741828072,0.0896335242371226,22.250382751802324,11.509716446579773,Pass
46,1096.247491569665,0.8480885824024699,0.11051330637517276,0.4775544961553562,2.7729870953153277,3.9650226773172568,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,4.232177345494666,45.86852648990557,44.79552760121495,0.5643100874246315,1.5429993253887082,0.1925501421828396,0.017974110008417584,0.12111707428867576,1.17347494391876,0.9167838845340904,Pass
47,2.048170169182413,0.033967887145727745,1.1416765734626682,0.13891903061662358,4.803946644101657,2.6843983656239985,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.2263302893499801,3.4568867595143264,217.945681924453,2.14360911350092,12.839105049977025,0.05520355467927776,1.2425956806118947,2.896438462564885,0.03335426712717838,0.039071169718976416,Good
48,0.44451340038134973,48.117026926055324,5.284363663192335,0.04226229525942806,5.362017666312807,5.856584116935038,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.04480764728705931,0.01518034674578782,0.7103262163346599,0.11375342358848925,0.11503624267239305,0.940154031452032,0.19662513548865634,0.025454284566099144,14.980416358019509,4.3782366145936935,Pass
49,0.004171165802649501,5.441000128639381,0.00014474713212038695,0.0019109333854981066,5.362017666312807,5.856584116935038,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,3.5668857057511967,13.254352187219567,0.5286980241688654,0.32120780072704697,0.3368210767178646,0.8960467608341902,0.17618903136316189,0.13887699972604,0.06832246963603243,0.042549507398608716,Excellent
50,0.1226184698320029,0.539198863961258,1.2664113458359778,4.298317697183942,5.362017666312807,5.856584116935038,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,2023.9391881448068,21.915859657910445,0.23602054929817315,0.260988734969036,1.68750907543578,0.04779275086466587,0.3715934098045317,0.24006571561754214,0.02137278417953835,0.22129159434751786,Excellent
51,87.48740529026381,2810.2600668681703,0.003228844712383128,3.246149523444396,3.8560090499813686,3.262468451135204,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,139.06913137474592,20.98153364118856,390.7436452697713,1.3738405614401954,11.05946496951137,0.034141583442447436,4.637157458915771,7.146098577888763,0.8098387789956932,0.3202310589527521,Excellent
52,390.7253108463453,0.1633430095042997,1.0098051075794008,16.698838574676508,3.45468122040368,3.262468451135204,0.6008268954542136,17.85002139899382,6.783966877714622,0.3773316638677394,0.033017737099786296,0.0005030048281826792,0.005268072123277035,0.0592367051670875,1.5897391264845588,0.004760820228931414,1.2156199147336213,1.4613005090736668,298.4449602652645,581.8597153080367,Pass
54,0.023623904560626453,0.06878956569214256,1.6065784519752333,25.999772842734707,0.01138792456413891,0.016852476809203636,146.453657977565,0.0354071712503914,77.5984881671055,26.93801751169401,8.49396121646585,5.287875474822001,0.06155701369324178,0.9343042163300556,0.05295066108635016,94.74569903806628,2.5081580978494493,0.06633390638233094,29.205143031703145,7.953642945443585,Pass
55,49.69217931553525,14.61065835102143,0.012882469706223771,56.25090586961793,11.572806665405919,8.650537540416646,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.00039217068771839233,0.018808392506558858,0.3338352987277392,0.02739648482246361,0.51149458181485,0.008474261161753198,0.051544816529282486,0.2211440043904303,1.5402657996294984,5.817811411187755,Excellent
56,67.1448684345471,0.025179474813434213,172.4043863459758,0.6482465058235819,6.680183173797702,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,63.87881964127555,4013.914423917821,0.8192983925091337,0.017558426045553882,0.4276419249092336,0.0054990389770665045,0.060104810446049976,0.087213854637703,0.08123290924933872,0.9704184672837004,Pass
57,0.06011801909201195,33.50052275413336,0.1174152492615632,3.3163588864273787,8.322398397873286,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.0014410823356213454,5.926058779397313,3.4550155377767013,0.06870589181564304,0.32691822544597315,0.08108000213486999,0.06856483451998276,0.20371368128111436,3.155061477601945,91.69077035192088,Excellent
58,1.3312348004402363,0.21817072015259475,0.04524477744788307,0.016446070644585028,8.322398397873286,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.0230231607344906,0.06413550879482417,92.39000888648012,0.04274684864578375,0.9290596045727004,0.006664386128907389,0.07651764569532489,0.6256116397233219,23.37836777297813,30.257289484790068,Good
60,0.025437598380465703,5.889977758658135,3.5459751792428262,0.05057947974016249,10.368325731635293,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,4.7106649981157815,0.6255283210483564,4.851405264932049,0.2317924537293969,2.4872976983362176,0.02215483975595874,0.4056917132068256,3.9138051909573193,55.546466965691344,9.984686173456383,Good
61,0.4910816755795748,0.4620913559926872,14.065471187702274,122.08519053701792,11.572806665405919,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,2018.3177343089194,0.04504131100413044,0.00943321373061112,0.030847311037832788,0.8494996346798261,0.0045374666302917775,0.15109657993577458,0.21517419087398454,49.086796509844724,8184.649922020029,Pass
62,0.07224382345759722,1.5293723649088191,7.887690771794963,0.06050921767483096,14.4177944145081,12.777379824831891,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.07340348869148006,1.8069302930312177,0.7031052739338899,0.08455870100949471,0.3795244571798073,0.08507110812640171,0.19235655987433115,0.8453561554020436,221.82170953151126,171.37147105866046,Good
63,0.013371050510976793,10.838396986719337,0.08700966954121496,14.377657848903194,7.4562152425419095,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,6.738851951358176,0.0001585577043585365,1.7318915353918127,0.02739648482246361,0.4028654482808184,0.011862608925227752,0.026103092540510475,0.07400746641918325,1.2329643546956714,3.7981229852838463,Excellent
64,131.85186657746502,0.11188548123396032,3.8328547080874766e-05,11.621347126595941,12.917211281877847,8.650537540416646,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,11.184475549492495,1.3419851037242971,0.6496280235891746,0.007212188382630422,1.7386262970933086,0.00013596425172639394,5.5272372955675975,3.4132983503365506,17647.858808525816,3113.3985039977288,Fail
65,1.5917591085904634,7.31312782054107,0.02431003464403909,4.190952787411087,8.322398397873286,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,8867.78088986975,0.013551500432389979,3802.2766924568436,0.06870589181564304,0.32691822544597315,0.08108000213486999,0.06856483451998276,0.20371368128111436,3.155061477601945,91.69077035192095,Excellent
66,79.91693293457386,547.4981528207871,1.0655244426656845,0.581536307282427,8.322398397873286,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.16575790462140147,8.47853637018938,112.50858349781241,0.04274684864578375,0.9290596045727066,0.006664386128907389,0.07651764569532489,0.6256116397233219,23.37836777297813,30.257289484790068,Good
67,1.841721540021816,1.3116621356958396,0.0040511618024798735,188.82201293178372,11.572806665405919,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.589043346752651,0.00860812809085985,503.3972278006337,0.03084731103783257,0.8494996346798261,0.0045374666302917775,0.15109657993577447,0.21517419087398454,49.086796509844724,8184.649922020029,Pass
68,5.7806057815730565,4362.450591441607,0.004116252284829861,1.1484783992510303,8.322398397873286,12.777379824831891,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.12073185681915133,155.01091745136267,2.071457004715393,0.4865357160530385,5.909781859700256,0.017423159841256412,9.997076412688267,6.953188641226787,4.803521935045965,4.13625348883961,Excellent
69,2.7768259701700737,1617.097710063793,27.68186812950308,0.0832653483220465,9.289205426600825,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,12.24692850099885,3.1486359072979618e-06,56.16014128503729,0.005860069145520539,0.19684163969671914,0.003400974795546324,0.11112356526312928,0.15494240357838346,0.3243990803418,2.410085037115,Pass
70,0.08073502666459854,0.1246899705880621,0.22654993986422356,0.1511332309285648,14.4177944145081,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.006763964876946975,2994.903614259387,11.81023664411933,0.048131187070483014,0.2989226005733603,0.05014531536029156,0.12401274873240348,0.10277687926356023,25.178464238323265,11.18712738795323,Good
71,3.5694451060720804,2.8612437970994686,0.1829786863606022,0.08254982014676633,8.322398397873286,12.777379824831891,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.4758789386153554,24.01031144069027,0.22281465244564191,0.4865357160530385,5.909781859700256,0.017423159841256412,9.997076412688267,6.953188641226787,4.803521935045965,4.13625348883961,Excellent
72,0.0673310218031963,50.33535026322533,437.2091453057306,53.737359935075524,7.4562152425419095,10.513382131496606,2.374034794469748,14.603595301530845,0.05184950759684327,0.3773316638677394,0.0021556674253570946,0.022697821325236917,0.03731063307750977,0.08455870100949471,2.079538695727261,0.005769725297135036,0.7022584465968482,5.288519425059693,13.909414001393445,2551.5990102029277,Pass
73,1.104893545847634,2.223771470550988,133.09871339606974,0.7490791276410838,0.6644418811359817,2.2087553315212616,0.03848344440953732,17.85002139899382,0.004532889112547222,0.007339538379177694,16.642705428414697,33.273259348378055,0.523994703323524,9.728750819457769,4.385005886857462,3.610043951846548,0.3479139983889652,0.6429686694288655,0.058902463053763364,0.051917864896072766,Good
74,0.7717680486119358,0.044705143191060136,1.4262042809713216,27.874431559175896,0.6644418811359817,2.2087553315212616,0.03848344440953732,17.85002139899382,0.004532889112547222,0.007339538379177694,4.844090411189245,0.8700511814221978,11.736666519304125,3.5490824593401067,3.666143151586368,0.940154031452032,0.34036106165117364,0.14273001660841084,0.03174495401870552,0.09703529425389316,Good
75,14.437712379877153,4.238575514381476,2.2358674325741643,2.3316679942296568,0.6644418811359817,2.2087553315212616,0.03848344440953732,17.85002139899382,0.004532889112547222,0.007339538379177694,77.37084579063712,41.23062199719527,0.01790825078917109,3.059940649947942,6.463263047492004,0.2967282462254054,0.6870129731600599,0.007228552132546975,3.3150075840272617,0.04633750647564911,Pass
76,2.4086092946755304,0.11216841746083699,0.0007529077645000742,0.003971875721754221,60.17133926896186,15.528916684091143,0.6008268954542136,17.85002139899382,0.593081227289144,0.07307753230953594,0.0027906184522542487,785.25690366801,0.0070804829248548315,0.07509929037161926,0.3683660870144925,0.07365073318353504,0.061438593543134225,0.15494240357838346,0.1545002229657718,0.3691421665041928,Excellent
77,73.53886191153643,2.531166682099808,4.693639172656924,0.4133973672802341,0.5952877337830079,0.5639649665387952,0.03848344440953732,17.85002139899382,0.593081227289144,0.07307753230953594,5.671469100131763e-05,383.17101693155166,0.8796533303472316,2.4862722433969897,23.320469629367075,0.025590196959826183,0.07323143296890103,0.3426376023762947,1.831319514468725,0.2940528062150877,Excellent
78,32.137495529668605,0.7596725041854684,0.7982164216170134,0.01847308461069084,0.6644418811359817,0.31416229565592063,0.03848344440953732,17.85002139899382,0.593081227289144,0.07307753230953594,2266.322879340943,0.0022551599237809303,0.058948722321062234,0.501181860757034,1.111230976763669,0.2695393724140861,0.008337315316217876,0.05945598935946399,0.1882937529183058,0.004633437766742111,Pass
80,192.53860297447207,0.005394796128826966,0.19204499130182848,0.4522551531337182,11.572806665405919,22.937171917208673,0.15205883213762172,0.0354071712503914,0.593081227289144,37.40705397519919,0.0006012562774692727,0.11359354200471845,0.00014600189497845388,6.616206541984162,0.15973352844761726,400.5065822570647,0.34036106165117364,3.2315008107316747,0.041667414578566535,0.17133675929022352,Fail
81,122.03378692057285,0.07397396826217913,1579.193244758929,2.215083915572308,12.917211281877847,22.937171917208673,0.15205883213762172,0.0354071712503914,0.593081227289144,37.40705397519919,5.256938854047465,1.1504475607519271,0.12885674274786388,0.11375342358848925,0.02037733208097851,15.260284948353624,0.03472229296777385,0.02044941876192201,0.16233262473690965,0.9167838845340904,Pass
